valuation,Rating year,Location,Suburb,Town/City,Total Rates
1496010000,2018,"""32 Kakariki Grove, Waikanae""",,,3067.45
1496010100A,2018,"""30A Kakariki Grove, Waikanae""",,,2255.02
1496010100B,2018,"""30 Kakariki Grove, Waikanae""",,,2249.42
1496010200,2018,"""28 Kakariki Grove, Waikanae""",,,3303.92
1496010300,2018,"""26 Kakariki Grove, Waikanae""",,,3501.2
1496010301,2018,"""24 Kakariki Grove, Waikanae""",,,3314.15
1496010400A,2018,"""22 Kakariki Grove, Waikanae""",,,2637.73
1496010400B,2018,"""22 Kakariki Grove, Waikanae""",,,2606.79
1496010500,2018,"""20 Kakariki Grove, Waikanae""",,,3242.98
1496010600,2018,"""18 Kakariki Grove, Waikanae""",,,3151.12
1496010700,2018,"""16 Kakariki Grove, Waikanae""",,,3165.35
1496010800,2018,"""12 Kakariki Grove, Waikanae""",,,3323
1496010900,2018,"""1 Te Maku Grove, Waikanae""",,,3059.48
1496010901,2018,"""3 Te Maku Grove, Waikanae""",,,3350.56
1496011000,2018,"""5 Te Maku Grove, Waikanae""",,,3268.38
1496011100,2018,"""7 Te Maku Grove, Waikanae""",,,3140.06
1496011200,2018,"""9 Te Maku Grove, Waikanae""",,,3183.8
1496011300,2018,"""11 Te Maku Grove, Waikanae""",,,3370.8
1496011400A,2018,"""13 Te Maku Grove, Waikanae""",,,2670.13
1496011400B,2018,"""13 Te Maku Grove, Waikanae""",,,2755.81
1496011500A,2018,"""15 Te Maku Grove, Waikanae""",,,2642.57
1496011500B,2018,"""15 Te Maku Grove, Waikanae""",,,2606.83
1496011600A,2018,"""16 Te Maku Grove, Waikanae""",,,2627.79
1496011600B,2018,"""16 Te Maku Grove, Waikanae""",,,2712.41
1496011700,2018,"""14 Te Maku Grove, Waikanae""",,,3402.82
1496011800,2018,"""12 Te Maku Grove, Waikanae""",,,3746.18
1496011900,2018,"""10 Te Maku Grove, Waikanae""",,,3420.3
1496012000,2018,"""8 Te Maku Grove, Waikanae""",,,3662.26
1496012100,2018,"""6 Te Maku Grove, Waikanae""",,,3606.78
1496012200A,2018,"""4 Te Maku Grove, Waikanae""",,,3348.39
1496012200B,2018,"""4 Te Maku Grove, Waikanae""",,,3279.45
1496012300A,2018,"""2 Te Maku Grove, Waikanae""",,,2781.08
1496012300B,2018,"""2 Te Maku Grove, Waikanae""",,,2769.64
1496012400,2018,"""10 Kakariki Grove, Waikanae""",,,3518.76
1496012500,2018,"""8 Kakariki Grove, Waikanae""",,,3572.58
1496012600,2018,"""6 Kakariki Grove, Waikanae""",,,3240.89
1496012700,2018,"""4 Kakariki Grove, Waikanae""",,,3265.37
1496012800,2018,"""31 Winara Avenue, Waikanae""",,,3158.2
1496012900,2018,"""29 Winara Avenue, Waikanae""",,,3114.21
1496013000,2018,"""27 Winara Avenue, Waikanae""",,,3544.06
1496013100,2018,"""25 Winara Avenue, Waikanae""",,,3122.96
1496013200,2018,"""23 Winara Avenue, Waikanae""",,,3290.28
1496013300,2018,"""21 Winara Avenue, Waikanae""",,,3025.59
1496013400,2018,"""21 Winara Avenue, Waikanae""",,,3178.33
1496013500,2018,"""19 Winara Avenue, Waikanae""",,,3449.54
1496013600,2018,"""17 Winara Avenue, Waikanae""",,,3298.04
1496013700A,2018,"""15 Winara Avenue, Waikanae""",,,2606.23
1496013700B,2018,"""15A Winara Avenue, Waikanae""",,,2616.74
1496013800,2018,"""13 Winara Avenue, Waikanae""",,,3682.69
1496013900,2018,"""11 Winara Avenue, Waikanae""",,,3012.33
1496014000,2018,"""9 Winara Avenue, Waikanae""",,,0
1496014000A,2018,"""9 Winara Avenue, Waikanae""",,,61738.18
1496014000B,2018,"""9 Winara Avenue, Waikanae""",,,31865.03
1496016000,2018,"""7 Winara Avenue, Waikanae""",,,3182.99
1496016100,2018,"""5 Winara Avenue, Waikanae""",,,3236.72
1496016200,2018,"""3 Winara Avenue, Waikanae""",,,3352.39
1496016300,2018,"""1 Winara Avenue, Waikanae""",,,3487
1496016301,2018,"""41 Elizabeth Street, Waikanae""",,,2947.4
1496016400,2018,"""43 Elizabeth Street, Waikanae""",,,3163.7
1496016600A,2018,"""45 Elizabeth Street, Waikanae""",,,2691.03
1496016600B,2018,"""45 Elizabeth Street, Waikanae""",,,2588.29
1496016700,2018,"""47 Elizabeth Street, Waikanae""",,,2796.22
1496016701,2018,"""49 Elizabeth Street, Waikanae""",,,5182.17
1496016800,2018,"""51 Elizabeth Street, Waikanae""",,,2825.04
1496016900,2018,"""53B Elizabeth Street, Waikanae""",,,3237.1
1496016901,2018,"""53A Elizabeth Street, Waikanae""",,,2832.47
1496017000,2018,"""55 Elizabeth Street, Waikanae""",,,2968.59
1496017200,2018,"""59 Elizabeth Street, Waikanae""",,,3213.96
1496017300A,2018,"""61 Elizabeth Street, Waikanae""",,,2542.9
1496017300B,2018,"""61 Elizabeth Street, Waikanae""",,,2624.07
1496017400,2018,"""63 Elizabeth Street, Waikanae""",,,2920.33
1496017500A,2018,"""65 Elizabeth Street, Waikanae""",,,2371.31
1496017500B,2018,"""65A Elizabeth Street, Waikanae""",,,2617.58
1496017600,2018,"""67 Elizabeth Street, Waikanae""",,,3248.39
1496017700,2018,"""69 Elizabeth Street, Waikanae""",,,2962.16
1496017800,2018,"""71 Elizabeth Street, Waikanae""",,,3125.44
1496017900A,2018,"""73 Elizabeth Street, Waikanae""",,,2640.66
1496017900B,2018,"""73 Elizabeth Street, Waikanae""",,,2585.82
1496017901,2018,"""75A Elizabeth Street, Waikanae""",,,3101.09
1496017902,2018,"""75B Elizabeth Street, Waikanae""",,,2887.77
1496018001,2018,"""34 Kakariki Grove, Waikanae""",,,3219.95
1496018003,2018,"""36 Kakariki Grove, Waikanae""",,,3402.78
1496018004,2018,"""38 Kakariki Grove, Waikanae""",,,3222.8
1496018005,2018,"""40 Kakariki Grove, Waikanae""",,,3244.15
1496020000,2018,"""75 Elizabeth Street, Waikanae""",,,3346.19
1496020001,2018,"""23 Matuhi Street, Waikanae""",,,3156.74
1496020002,2018,"""77 Elizabeth Street, Waikanae""",,,2843.11
1496020003,2018,"""79 Elizabeth Street, Waikanae""",,,2767.36
1496020005,2018,"""4 Matuhi Street, Waikanae""",,,3221.78
1496020006,2018,"""6 Matuhi Street, Waikanae""",,,3146.48
1496020007,2018,"""8 Matuhi Street, Waikanae""",,,3201.71
1496020008,2018,"""10 Matuhi Street, Waikanae""",,,3007.1
1496020009,2018,"""12 Matuhi Street, Waikanae""",,,3235.09
1496020010,2018,"""14 Matuhi Street, Waikanae""",,,3256.17
1496020013,2018,"""6 Hihi Place, Waikanae""",,,3766.98
1496020014,2018,"""11 Hihi Place, Waikanae""",,,3339.22
1496020015,2018,"""16 Matuhi Street, Waikanae""",,,3136.57
1496020016,2018,"""4 Hihi Place, Waikanae""",,,3329.99
1496020017,2018,"""3 Hihi Place, Waikanae""",,,3792.81
1496020018,2018,"""1 Hihi Place, Waikanae""",,,3294.53
1496020020,2018,"""11 Matuhi Street, Waikanae""",,,3337.2
1496020022,2018,"""Matuhi Street, Waikanae""",,,206.47
1496020024,2018,"""15 Matuhi Street, Waikanae""",,,3347.93
1496020025,2018,"""8 Tauhou Place, Waikanae""",,,3077.19
1496020026,2018,"""9 Matuhi Street, Waikanae""",,,0
1496020027,2018,"""9 Hihi Place, Waikanae""",,,2382.94
1496020028,2018,"""7 Hihi Place, Waikanae""",,,2297.7
1496020029,2018,"""11 Tauhou Place, Waikanae""",,,3283.98
1496020030,2018,"""9 Tauhou Place, Waikanae""",,,3168.7
1496020031,2018,"""7 Tauhou Place, Waikanae""",,,3230.81
1496020032,2018,"""5 Hihi Place, Waikanae""",,,2239.77
1496020033,2018,"""3 Tauhou Place, Waikanae""",,,3164.99
1496020034,2018,"""1 Tauhou Place, Waikanae""",,,3145.3
1496020035,2018,"""3 Matuhi Street, Waikanae""",,,3110.83
1496020036,2018,"""5 Tauhou Place, Waikanae""",,,3077.71
1496020037,2018,"""4 Tauhou Place, Waikanae""",,,3197.09
1496020040,2018,"""17 Matuhi Street, Waikanae""",,,2501.05
1496020042,2018,"""25 Matuhi Street, Waikanae""",,,2268.72
1496020060,2018,"""Kakariki Grove, Waikanae""",,,4591.7
1496020061,2018,"""64 Kakariki Grove, Waikanae""",,,2322.92
1496020062,2018,"""66 Kakariki Grove, Waikanae""",,,2438.76
1496020063,2018,"""68 Kakariki Grove, Waikanae""",,,2264.99
1496020064,2018,"""72 Kakariki Grove, Waikanae""",,,2473.18
1496020065,2018,"""74 Kakariki Grove, Waikanae""",,,2351.87
1496020066,2018,"""103 Kakariki Grove, Waikanae""",,,2443.13
1496020067,2018,"""101 Kakariki Grove, Waikanae""",,,2293.97
1496020068,2018,"""99 Kakariki Grove, Waikanae""",,,2438.76
1496020069,2018,"""97 Kakariki Grove, Waikanae""",,,2380.85
1496020070,2018,"""95 Kakariki Grove, Waikanae""",,,2496.68
1496020071,2018,"""93 Kakariki Grove, Waikanae""",,,2583.57
1496020072,2018,"""Kakariki Grove, Waikanae""",,,0
1496020100,2018,"""11A Poneke Drive, Waikanae""",,,2957.69
1496020101,2018,"""81 Elizabeth Street, Waikanae""",,,2622.95
1496020102,2018,"""83 Elizabeth Street, Waikanae""",,,2832.25
1496020103,2018,"""85 Elizabeth Street, Waikanae""",,,2885.64
1496020104,2018,"""87 Elizabeth Street, Waikanae""",,,2823.23
1496020105,2018,"""89 Elizabeth Street, Waikanae""",,,2747.85
1496020106,2018,"""27 Poneke Drive, Waikanae""",,,2893.21
1496020107,2018,"""93 Elizabeth Street, Waikanae""",,,2676.17
1496020108,2018,"""95 Elizabeth Street, Waikanae""",,,2713.74
1496020109A,2018,"""97 Elizabeth Street, Waikanae""",,,2724.34
1496020109B,2018,"""97 Elizabeth Street, Waikanae""",,,2596.64
1496020110,2018,"""15 Poneke Drive, Waikanae""",,,2719.7
1496020111,2018,"""4 Poneke Drive, Waikanae""",,,2702.5
1496020112,2018,"""6 Poneke Drive, Waikanae""",,,2819.05
1496020113,2018,"""8 Poneke Drive, Waikanae""",,,2727.07
1496020114,2018,"""10 Poneke Drive, Waikanae""",,,2700.23
1496020115,2018,"""12 Poneke Drive, Waikanae""",,,2577.44
1496020116,2018,"""14 Poneke Drive, Waikanae""",,,2834.35
1496020117,2018,"""11B Poneke Drive, Waikanae""",,,2830.91
1496020118,2018,"""23 Poneke Drive, Waikanae""",,,2708.17
1496020119,2018,"""21 Poneke Drive, Waikanae""",,,2981.92
1496020120,2018,"""19 Poneke Drive, Waikanae""",,,2910.34
1496020121,2018,"""17 Poneke Drive, Waikanae""",,,3140.99
1496020122,2018,"""9 Poneke Drive, Waikanae""",,,2719.24
1496020123,2018,"""7 Poneke Drive, Waikanae""",,,2744.41
1496020124,2018,"""5 Poneke Drive, Waikanae""",,,3039.92
1496020130,2018,"""3 Poneke Drive, Waikanae""",,,2622.88
1496020131,2018,"""25 Poneke Drive, Waikanae""",,,2821.17
1496020135A,2018,"""76 Elizabeth Street, Waikanae""",,,2057.58
1496020135B,2018,"""76 Elizabeth Street, Waikanae""",,,2163.39
1496020136A,2018,"""1 He Awa Crescent, Waikanae""",,,2228.24
1496020136B,2018,"""1 He Awa Crescent, Waikanae""",,,1992.63
1496020137A,2018,"""80 Elizabeth Street, Waikanae""",,,1922.13
1496020137B,2018,"""80 Elizabeth Street, Waikanae""",,,2056.6
1496020138,2018,"""82 Elizabeth Street, Waikanae""",,,2690.97
1496020139A,2018,"""84 Elizabeth Street, Waikanae""",,,1843.41
1496020139B,2018,"""84A Elizabeth Street, Waikanae""",,,1921.28
1496020140A,2018,"""86 Elizabeth Street, Waikanae""",,,2515.05
1496020140B,2018,"""86A Elizabeth Street, Waikanae""",,,2321.28
1496020141,2018,"""88 Elizabeth Street, Waikanae""",,,3193.99
1496020142,2018,"""90 Elizabeth Street, Waikanae""",,,2778.62
1496020143,2018,"""17 He Awa Crescent, Waikanae""",,,2765.53
1496020144,2018,"""19 He Awa Crescent, Waikanae""",,,2508.98
1496020145A,2018,"""94 Elizabeth Street, Waikanae""",,,2106.01
1496020145B,2018,"""94 Elizabeth Street, Waikanae""",,,2144.2
1496020146,2018,"""96 Elizabeth Street, Waikanae""",,,2554.57
1496020147,2018,"""98 Elizabeth Street, Waikanae""",,,2349.12
1496020148,2018,"""100 Elizabeth Street, Waikanae""",,,2598.34
1496020149,2018,"""50 He Awa Crescent, Waikanae""",,,2524.86
1496020153,2018,"""1-3 Shotover Grove, Waikanae""",,,206.47
1496020154,2018,"""42 He Awa Crescent, Waikanae""",,,2631.35
1496020155,2018,"""44 He Awa Crescent, Waikanae""",,,2585.36
1496020156,2018,"""46 He Awa Crescent, Waikanae""",,,2474.4
1496020157,2018,"""48 He Awa Crescent, Waikanae""",,,2460.02
1496020159,2018,"""7-9 Shotover Grove, Waikanae""",,,3577.46
1496020160,2018,"""5 Shotover Grove, Waikanae""",,,2513.53
1496020164,2018,"""4-8 Shotover Grove, Waikanae""",,,3514.08
1496020165,2018,"""2 Shotover Grove, Waikanae""",,,2268.36
1496020166,2018,"""34 He Awa Crescent, Waikanae""",,,2673.56
1496020167,2018,"""36 He Awa Crescent, Waikanae""",,,2624.6
1496020168,2018,"""32 He Awa Crescent, Waikanae""",,,2534.57
1496020169A,2018,"""30 He Awa Crescent, Waikanae""",,,1910.29
1496020169B,2018,"""30 He Awa Crescent, Waikanae""",,,2522.21
1496020170A,2018,"""28 He Awa Crescent, Waikanae""",,,2056.99
1496020170B,2018,"""28 He Awa Crescent, Waikanae""",,,1959.65
1496020171,2018,"""26 He Awa Crescent, Waikanae""",,,2439.56
1496020172A,2018,"""24 He Awa Crescent, Waikanae""",,,1841.15
1496020172B,2018,"""24 He Awa Crescent, Waikanae""",,,1958.29
1496020173,2018,"""22 He Awa Crescent, Waikanae""",,,2445.7
1496020174A,2018,"""20 He Awa Crescent, Waikanae""",,,2401.45
1496020174B,2018,"""20 He Awa Crescent, Waikanae""",,,1957.45
1496020175,2018,"""16 He Awa Crescent, Waikanae""",,,2324.43
1496020176,2018,"""18 He Awa Crescent, Waikanae""",,,3030.98
1496020177,2018,"""12 He Awa Crescent, Waikanae""",,,3690.9
1496020179,2018,"""10 He Awa Crescent, Waikanae""",,,2484.24
1496020180A,2018,"""8 He Awa Crescent, Waikanae""",,,1987
1496020180B,2018,"""8 He Awa Crescent, Waikanae""",,,2119.14
1496020181,2018,"""6 He Awa Crescent, Waikanae""",,,2856.59
1496020182,2018,"""4 He Awa Crescent, Waikanae""",,,2415.39
1496020183A,2018,"""3 He Awa Crescent, Waikanae""",,,2224.92
1496020183B,2018,"""3 He Awa Crescent, Waikanae""",,,2209.34
1496020185,2018,"""5 He Awa Crescent, Waikanae""",,,2778.65
1496020186,2018,"""7 He Awa Crescent, Waikanae""",,,2374.53
1496020187A,2018,"""9 He Awa Crescent, Waikanae""",,,1970.09
1496020187B,2018,"""9 He Awa Crescent, Waikanae""",,,2059.43
1496020188,2018,"""11 He Awa Crescent, Waikanae""",,,2305.87
1496020189,2018,"""13 He Awa Crescent, Waikanae""",,,2378.78
1496020190,2018,"""15 He Awa Crescent, Waikanae""",,,2247.84
1496020200A,2018,"""31 Utauta Street, Waikanae""",,,2544.41
1496020200B,2018,"""31 Utauta Street, Waikanae""",,,2755.68
1496020201,2018,"""29 Utauta Street, Waikanae""",,,2905.59
1496020202,2018,"""29C Utauta Street, Waikanae""",,,2988.13
1496020203,2018,"""29 Utauta Street, Waikanae""",,,2971.93
1496020300A,2018,"""25 Utauta Street, Waikanae""",,,3039.88
1496020300B,2018,"""27 Utauta Street, Waikanae""",,,3001.26
1496020400,2018,"""23 Utauta Street, Waikanae""",,,3262.79
1496020401,2018,"""21 Utauta Street, Waikanae""",,,3584.73
1496020500,2018,"""24 Seddon Street, Waikanae""",,,4448.63
1496020600,2018,"""26A Seddon Street, Waikanae""",,,3270.89
1496020601,2018,"""26B Seddon Street, Waikanae""",,,3000.66
1496020602,2018,"""26C Seddon Street, Waikanae""",,,2290.55
1496020603,2018,"""26D Seddon Street, Waikanae""",,,3193.26
1496020700,2018,"""20C Hira Street, Waikanae""",,,2850.2
1496020702,2018,"""20B Hira Street, Waikanae""",,,3046.92
1496020703,2018,"""20A Hira Street, Waikanae""",,,2982.29
1496020704,2018,"""18 Hira Street, Waikanae""",,,3036.62
1496020705,2018,"""30 Seddon Street, Waikanae""",,,2858.72
1496020800A,2018,"""22 Hira Street, Waikanae""",,,2776.99
1496020800B,2018,"""22 Hira Street, Waikanae""",,,2978.28
1496020900A,2018,"""24 Hira Street, Waikanae""",,,3022.75
1496020900B,2018,"""19 Pehi Kupa Street, Waikanae""",,,2745.49
1496021000,2018,"""17 Pehi Kupa Street, Waikanae""",,,3274.73
1496021001,2018,"""17 Pehi Kupa Street, Waikanae""",,,3585.99
1496021100A,2018,"""15 Pehi Kupa Street, Waikanae""",,,2468.58
1496021100B,2018,"""15 Pehi Kupa Street, Waikanae""",,,2422.01
1496021100C,2018,"""15 Pehi Kupa Street, Waikanae""",,,2447.31
1496021100D,2018,"""15 Pehi Kupa Street, Waikanae""",,,2403.27
1496021100E,2018,"""15 Pehi Kupa Street, Waikanae""",,,2672.05
1496021100F,2018,"""15 Pehi Kupa Street, Waikanae""",,,2594.51
1496021100G,2018,"""15 Pehi Kupa Street, Waikanae""",,,2614.88
1496021100H,2018,"""15 Pehi Kupa Street, Waikanae""",,,2449.08
1496021300,2018,"""15 Seddon Street, Waikanae""",,,10325.62
1496021400,2018,"""1 Utauta Street, Waikanae""",,,0
1496021500,2018,"""32 Winara Avenue, Waikanae""",,,4131.49
1496021600,2018,"""12 Hira Street, Waikanae""",,,2799.49
1496021700,2018,"""14 Hira Street, Waikanae""",,,2925.84
1496021701,2018,"""14A Hira Street, Waikanae""",,,2784.04
1496021800,2018,"""25 Seddon Street, Waikanae""",,,3156.43
1496021900,2018,"""42 Winara Avenue, Waikanae""",,,4482.96
1496022000,2018,"""48 Winara Avenue, Waikanae""",,,5265.2
1496022001,2018,"""48B Winara Avenue, Waikanae""",,,3571.91
1496022100,2018,"""50 Winara Avenue, Waikanae""",,,3614.47
1496022500,2018,"""58 Winara Avenue, Waikanae""",,,3342.74
1496022501,2018,"""52-56 Winara Avenue, Waikanae""",,,7704.91
1496022600,2018,"""60 Winara Avenue, Waikanae""",,,4150.15
1496022700,2018,"""62 Winara Avenue, Waikanae""",,,3414.56
1496022800,2018,"""64 Winara Avenue, Waikanae""",,,3445.79
1496022900,2018,"""66 Winara Avenue, Waikanae""",,,4238.17
1496023100,2018,"""68 Winara Avenue, Waikanae""",,,3905.87
1496023200,2018,"""70 Winara Avenue, Waikanae""",,,3566.72
1496023300,2018,"""72 Winara Avenue, Waikanae""",,,3555.88
1496023400,2018,"""4 Ruru Street, Waikanae""",,,1621.88
1496023401,2018,"""74 Winara Avenue, Waikanae""",,,3690.04
1496023600,2018,"""4 Ruru Street, Waikanae""",,,3313.62
1496023700,2018,"""8 Ruru Street, Waikanae""",,,3866.34
1496023800,2018,"""10A Ruru Street, Waikanae""",,,3018.59
1496023801,2018,"""10 Ruru Street, Waikanae""",,,2340.6
1496023900,2018,"""12 Ruru Street, Waikanae""",,,3445.07
1496024000,2018,"""14 Ruru Street, Waikanae""",,,3472.48
1496024100,2018,"""16 Ruru Street, Waikanae""",,,3290.99
1496024200,2018,"""75 Seddon Street, Waikanae""",,,3468.51
1496024201,2018,"""18 Ruru Street, Waikanae""",,,0
1496024300,2018,"""73 Seddon Street, Waikanae""",,,3493.73
1496024400,2018,"""71 Seddon Street, Waikanae""",,,3582.18
1496024500,2018,"""69 Seddon Street, Waikanae""",,,3478.67
1496024600,2018,"""67 Seddon Street, Waikanae""",,,3236.89
1496024700,2018,"""65 Seddon Street, Waikanae""",,,3523.7
1496024800,2018,"""63 Seddon Street, Waikanae""",,,3313.32
1496024900,2018,"""61 Seddon Street, Waikanae""",,,3317.45
1496025000A,2018,"""59 Seddon Street, Waikanae""",,,2705.37
1496025000B,2018,"""59 Seddon Street, Waikanae""",,,2787.74
1496025100,2018,"""57 Seddon Street, Waikanae""",,,3169.26
1496025200,2018,"""55 Seddon Street, Waikanae""",,,3602.03
1496025300,2018,"""53 Seddon Street, Waikanae""",,,3345.46
1496025400,2018,"""51 Seddon Street, Waikanae""",,,3282.83
1496025500,2018,"""49 Seddon Street, Waikanae""",,,3325.44
1496025600,2018,"""47 Seddon Street, Waikanae""",,,3207.52
1496025700,2018,"""45 Seddon Street, Waikanae""",,,3159.87
1496025800,2018,"""35 Seddon Street, Waikanae""",,,3163.75
1496025900,2018,"""41 Seddon Street, Waikanae""",,,3119.41
1496026000,2018,"""37 Seddon Street, Waikanae""",,,3250.41
1496026001,2018,"""39 Seddon Street, Waikanae""",,,3941.53
1496026100,2018,"""33 Seddon Street, Waikanae""",,,3274.54
1496026200,2018,"""31 Seddon Street, Waikanae""",,,3477.83
1496026300,2018,"""17 Hira Street, Waikanae""",,,3275.99
1496026301,2018,"""15 Hira Street, Waikanae""",,,3314.62
1496026400,2018,"""13 Hira Street, Waikanae""",,,3231.11
1496026401,2018,"""11 Hira Street, Waikanae""",,,3682.98
1496026402,2018,"""7 Hira Street, Waikanae""",,,3149.02
1496026403,2018,"""9 Hira Street, Waikanae""",,,3564.38
1496026404,2018,"""7 Hira Street, Waikanae""",,,3167.56
1496026500,2018,"""43 Pehi Kupa Street, Waikanae""",,,4172.59
1496026800,2018,"""37 Pehi Kupa Street, Waikanae""",,,2932.24
1496026900A,2018,"""35 Pehi Kupa Street, Waikanae""",,,2406.96
1496026900B,2018,"""35 Pehi Kupa Street, Waikanae""",,,2415.11
1496027000,2018,"""33 Pehi Kupa Street, Waikanae""",,,3097.8
1496027100,2018,"""31 Pehi Kupa Street, Waikanae""",,,3006.5
1496027200,2018,"""29 Pehi Kupa Street, Waikanae""",,,3184.12
1496027300,2018,"""27A Pehi Kupa Street, Waikanae""",,,2714.04
1496027301,2018,"""27B Pehi Kupa Street, Waikanae""",,,2439.99
1496027400A,2018,"""25 Pehi Kupa Street, Waikanae""",,,2479.11
1496027400B,2018,"""25 Pehi Kupa Street, Waikanae""",,,2455.51
1496027500,2018,"""23 Pehi Kupa Street, Waikanae""",,,3490.57
1496027600A,2018,"""21 Pehi Kupa Street, Waikanae""",,,2391.03
1496027600B,2018,"""21 Pehi Kupa Street, Waikanae""",,,2538.17
1496027700,2018,"""29 Hira Street, Waikanae""",,,3016.5
1496027701,2018,"""31A Hira Street, Waikanae""",,,2745.92
1496027702,2018,"""31B Hira Street, Waikanae""",,,2512.77
1496027703,2018,"""33B Hira Street, Waikanae""",,,2498.55
1496027704,2018,"""33A Hira Street, Waikanae""",,,2721.37
1496027800,2018,"""27 Hira Street, Waikanae""",,,3262.55
1496027900A,2018,"""25 Hira Street, Waikanae""",,,2670.9
1496027900B,2018,"""25 Hira Street, Waikanae""",,,2660.07
1496028000,2018,"""23 Hira Street, Waikanae""",,,3094.15
1496028100,2018,"""34 Seddon Street, Waikanae""",,,3050.65
1496028200,2018,"""36 Seddon Street, Waikanae""",,,3611.58
1496028300,2018,"""38 Seddon Street, Waikanae""",,,3893.05
1496028400,2018,"""40 Seddon Street, Waikanae""",,,3154.39
1496028500,2018,"""42 Seddon Street, Waikanae""",,,3172.66
1496028600,2018,"""44 Seddon Street, Waikanae""",,,2995.2
1496028601A,2018,"""46 Seddon Street, Waikanae""",,,2640.12
1496028601B,2018,"""46 Seddon Street, Waikanae""",,,2553.38
1496028700A,2018,"""48 Seddon Street, Waikanae""",,,2450.07
1496028700B,2018,"""48 Seddon Street, Waikanae""",,,2888.11
1496028800A,2018,"""39 Pehi Kupa Street, Waikanae""",,,3212.36
1496028800B,2018,"""48 Seddon Street, Waikanae""",,,2858.2
1496028900,2018,"""50 Seddon Street, Waikanae""",,,3208.67
1496028901,2018,"""50A Seddon Street, Waikanae""",,,3034.19
1496029000A,2018,"""52 Seddon Street, Waikanae""",,,2971.5
